"CLASS","Sage1_L_100_16","Sage1_L_113_16","Sage1_L_20_16","Sage1_L_40_16","Sage1_L_60_16","Sage1_L_80_16","Sage1_R_100_16","Sage1_R_113_16","Sage1_R_20_16","Sage1_R_40_16","Sage1_R_60_16","Sage1_R_80_16","Sage2_L_100_16","Sage2_L_115_16","Sage2_L_20_16","Sage2_L_40_16","Sage2_L_60_16","Sage2_L_80_16","Sage2_R_100_16","Sage2_R_115_16","Sage2_R_20_16","Sage2_R_40_16","Sage2_R_60_16","Sage2_R_80_16"
"Elusimicrobia",3.4739487214086e-06,4.79169019449189e-06,1.23600161002645e-05,1.13181082692998e-05,1.36473099585987e-05,1.40067189939207e-05,6.30140836902819e-06,4.91664158553497e-06,1.10382434734943e-05,9.15485324404056e-06,7.36258680806208e-06,1.10558876747826e-05,9.7687334522106e-06,9.4878250938788e-06,1.06783664935014e-05,1.01068223746181e-05,7.9731428913262e-06,7.61216084985547e-06,8.27638066779357e-06,1.22577710325789e-05,9.12882035086107e-06,9.68562752518768e-06,1.12243389248964e-05,6.69436700097857e-06
"Endomicrobiia",5.66802159808772e-06,8.5029012274807e-06,1.73159645849116e-05,1.59419695744405e-05,1.69286303858027e-05,1.61223171752942e-05,8.9411875506481e-06,7.30667568961447e-06,1.96235439528787e-05,1.13520180226103e-05,8.85811225344969e-06,9.26743525680307e-06,1.44705070296765e-05,1.41396228340815e-05,1.41787438917861e-05,1.28918134289573e-05,1.46100048511452e-05,1.36662770813195e-05,1.4582194509922e-05,1.8279132241565e-05,1.46907506308559e-05,1.53994509573128e-05,1.66370911983235e-05,8.84612782272169e-06
"Epsilonproteobacteria",0.000352377245964986,0.000334854585356257,0.00072613601833486,0.000755483726975759,0.000821448738764833,0.000883882329845539,0.000417596035698841,0.000280760720540653,0.000565475505524497,0.000541234923787678,0.000453431810999636,0.000626988061321373,0.000495512157120309,0.000493643249301908,0.00055886405220968,0.000582557241672989,0.000513310048489626,0.000499509104656305,0.000537570630041449,0.000520059232990407,0.000696269032985874,0.000595561571638699,0.000492560456881873,0.000439102658357045
"Erysipelotrichia",5.37547854786384e-05,5.7030508785423e-05,0.00010300013416887,0.000119599278235954,0.000124839327162263,0.000118692353141193,6.22902732695151e-05,4.92005591996937e-05,8.41936610037111e-05,8.78865911427893e-05,7.31081861956789e-05,9.35414810131117e-05,7.89258884994025e-05,7.87121023564994e-05,7.9888360115282e-05,9.01977747921476e-05,7.89742030520746e-05,7.59435462564528e-05,8.27638066779357e-05,8.18618392935968e-05,8.88095171881782e-05,9.19089403289392e-05,7.97098992686802e-05,6.63220502168377e-05
"Fibrobacteria",9.37051957748373e-06,1.29657499380369e-05,2.95565602397628e-05,2.94684892133597e-05,2.39387240257387e-05,1.64141238210008e-05,1.10274646457993e-05,1.14038770108936e-05,2.54673199094345e-05,2.63659773428368e-05,1.46676534066862e-05,1.51747477889173e-05,2.6247765116921e-05,2.29826442808035e-05,2.52558875572439e-05,2.74456376484075e-05,2.81064422593678e-05,2.45280738495343e-05,2.40409152731147e-05,2.73828569265797e-05,2.56332438991066e-05,3.21228366123131e-05,2.74056194054576e-05,2.08481715173333e-05
"Fimbriimonadia",0.000127667615511766,0.000146334460351394,0.000232869868555707,0.000212973671457677,0.00019971309327392,0.000172676582596929,0.000137907173697853,0.000135310073635244,0.000229999478388887,0.000212026401131979,0.000149955186004827,0.000179224610492677,0.00021258407330348,0.000202882861837554,0.000251628395504541,0.00022212549618883,0.000200174883539776,0.000192262705909507,0.000189174415263853,0.000203866086647101,0.000221026272865881,0.000214338059478254,0.000183919624617083,0.000145698116085584
"Flavobacteriia",0.00125016444119112,0.00129751454090065,0.00318004704090765,0.00421447704749755,0.00535996234237357,0.00494495541814543,0.00181259160193424,0.00110839538743904,0.00281446350421232,0.00209719378114481,0.00277304929700526,0.00354725988224287,0.00196935840465079,0.0021668165988671,0.002840755647294,0.00199921930412057,0.00264329731061436,0.00181222846899191,0.00214634138651447,0.00239578493246112,0.00390520052572332,0.0026531651341658,0.00218447286487577,0.0015919204728327
"Fusobacteriia",6.54107976359962e-05,4.85276075579423e-05,0.00011386739470147,0.000139060903430726,0.000159442342576415,0.000200544117261917,7.75754462727659e-05,3.47579245421847e-05,6.99088753321303e-05,8.2393679196365e-05,8.00681315376751e-05,0.000133646171598107,5.21303439365631e-05,5.14000621590716e-05,7.09823366082539e-05,5.26902339796759e-05,6.45869116895139e-05,5.80482909252136e-05,5.16288508324265e-05,5.90666861452923e-05,0.000139592358875088,6.22249307913137e-05,6.06798018021047e-05,5.61848659010702e-05
"GammaPseudomonadota",0.0508344287699269,0.0544480226573662,0.0758975446619031,0.0665576539604338,0.0691410755989379,0.064932668899328,0.0544236887312042,0.0536280290908122,0.077820626523485,0.062447817336509,0.0557401315165077,0.0608817926709979,0.0716550293205796,0.0720300942758201,0.0701332957005839,0.0707389075378478,0.0655765168046904,0.0666123725213458,0.0703634237573901,0.0749089591690063,0.0681506944553601,0.0735273613054721,0.0651281725494263,0.0604648616262387
"Gemmatimonadetes",0.00236964441666504,0.00241717281634692,0.00561156672996547,0.00410619587753089,0.00386181584096215,0.00316675867087034,0.00299793760864873,0.002706611192837,0.00571961375382452,0.00540026483159464,0.00234159020601093,0.00287014095769026,0.005529331375387,0.00469790120097443,0.00904843126599124,0.00666493278513929,0.00349281564147119,0.0042590262532744,0.00459457361072083,0.00483515305081584,0.006168362047806,0.00539238602368129,0.00314378349674622,0.00351755514066419
"Holophagae",0.00012305092050042,0.000148213554545313,0.000210836796376975,0.000181158745164097,0.000179801444317931,0.000183984090118063,0.000148764330009355,0.000141899739093634,0.000207850846059719,0.000174308405766532,0.000132008880660176,0.000152235237639531,0.000202039318969552,0.000196112423542408,0.000224733090684809,0.000200878709596855,0.000174251033468537,0.000175079699546676,0.000190356755359252,0.000206518352893916,0.000200229490079814,0.000202701370293316,0.000163750000356102,0.000142303115677945
"Hydrogenophilia",3.62022024652054e-05,4.04475025240933e-05,6.69948698767957e-05,5.38990399897751e-05,5.63044755122514e-05,4.37709968560022e-05,3.94263793900007e-05,4.01525729485356e-05,7.24339637084198e-05,5.63938959832898e-05,3.48572469194189e-05,3.83704336948338e-05,7.69173638643685e-05,7.17113770445112e-05,5.52084840286419e-05,5.55201442445689e-05,5.25603833059492e-05,6.25443625382862e-05,6.58169319772155e-05,7.88511586891038e-05,5.32615280073418e-05,5.78350420568761e-05,5.2589161561824e-05,5.38418374507277e-05
"Ignavibacteria",1.83753603421876e-05,2.14686511655176e-05,5.12313710822556e-05,5.15526029095544e-05,6.4209474723243e-05,5.23063412429227e-05,2.51630563925382e-05,1.95299929647639e-05,4.71830799455245e-05,3.2957471678546e-05,3.49722873382949e-05,3.6365199165584e-05,4.06726238594376e-05,4.36163609898215e-05,4.52833633043917e-05,4.20893002889653e-05,4.15137942721565e-05,3.87285376571594e-05,4.09877899738348e-05,5.30453249363062e-05,4.81227880747378e-05,4.96127107765009e-05,3.93706507467177e-05,3.10331727402507e-05
"Kiritimatiellia",7.41413792911152e-05,8.14587333063621e-05,0.000116793195614093,0.000114147262667206,0.000111863196381956,0.000100600341107379,8.28550046360058e-05,7.87345520572475e-05,0.000116731228366756,9.11823383106439e-05,7.54089945731983e-05,8.87722745651663e-05,0.000114759793919895,0.000110445653277288,0.000118392511496414,0.000112881976121846,9.60785989753665e-05,9.83348732007645e-05,9.77401145529907e-05,0.0001175599093183,0.000108578551987725,0.000111489237700002,9.17888832893808e-05,8.45402918409294e-05
"Ktedonobacteria",0.000152122386116419,0.000209378070557356,0.00129224863981605,0.0040961890135123,0.00213017356096947,0.000392115180168353,0.000199005288627282,0.00015999571159595,0.000611864986266044,0.0023158116766125,0.00103404080506666,0.000257266170549966,0.00165105289828507,0.0015708798566841,0.000709468897485245,0.00258168670737246,0.00314230915313686,0.00253387022067031,0.00180385687221386,0.00130025560678332,0.000651350400398524,0.00376499155712907,0.00333613561964191,0.00228344858403379
"Lentisphaeria",3.61107827620105e-06,5.16750903327556e-06,9.8521867465876e-06,1.04899540056925e-05,1.26778289232884e-05,7.80582777265373e-06,5.02409586179274e-06,4.81421155250299e-06,9.73962659425964e-06,1.09858238928487e-05,6.15466240986439e-06,6.23248569901961e-06,7.53196738137733e-06,7.55341415240837e-06,8.77309778304262e-06,8.75924605800238e-06,1.03784485680391e-05,8.05731645511017e-06,9.45872076319265e-06,8.45857884119477e-06,1.02774798652078e-05,1.05914775815002e-05,8.83133265664434e-06,5.59457813653209e-06
"Limnochordia",0.000251038504973369,0.000290367030315239,0.000242124953075229,0.000257141898850066,0.000255868417857662,0.000259489059694667,0.000256867545205048,0.00025627994264601,0.000219321961826291,0.000261096414520037,0.000224788978483645,0.000252388573046385,0.000278591496536642,0.00025165765200463,0.000253046269893719,0.000283844491489831,0.000212335040016491,0.00024029499571649,0.000245532626477876,0.000256266265739587,0.000204461393553723,0.000256494927483567,0.000197707898829393,0.000207477560123186
"Methylacidiphilae",2.9894242944753e-05,3.71121103298881e-05,0.000138348586011173,0.000125810435213009,0.000129985034195833,7.6818099482284e-05,4.04908064793635e-05,3.58846549055365e-05,0.000108795236326989,9.8872415035638e-05,5.89582146739346e-05,7.22968341086275e-05,6.69203889763586e-05,7.41984768264017e-05,7.78501656808378e-05,8.28310242613148e-05,7.48762748621192e-05,6.75301053171389e-05,6.73933854377476e-05,7.89945244321749e-05,7.47837799603652e-05,8.11084204267515e-05,6.78588206068607e-05,4.93948650857919e-05
"Mollicutes",0.000153219422554758,0.000116691749442332,0.000255082071402559,0.000297376393490321,0.000294498508341564,0.000425818847747475,0.00017814251767577,7.82224018920876e-05,0.000164491471369718,0.000189322365086759,0.000170202299726998,0.000283821979180571,0.000106771343666919,0.000107912496092029,0.000142230524664479,0.000130714902711728,0.000137547850549806,0.000121215871310856,0.000115081102618844,0.000121144052895078,0.000254035119962372,0.00014207909729394,0.000125632829083231,0.000133935156926721
"Myxococcia",0.0189775419271328,0.0169773811552784,0.00949177584233062,0.00986980448796119,0.0170656255136385,0.0180698347287406,0.0205342887517349,0.0176258186506994,0.0105530657783358,0.0108397124350738,0.0122258629958343,0.0217792857864045,0.0116302706025898,0.0110323601158362,0.0101491005691658,0.0096087132487864,0.010038142357482,0.0177249833122292,0.0106690429075162,0.0099500126663634,0.00884510145081742,0.00850412032866191,0.00737154185667089,0.0117575558483544
"Negativicutes",0.000463497895198463,0.00050355026661528,0.000700341202125612,0.000693855247192316,0.000704066958028034,0.000668237218668301,0.000534768169695906,0.000480157851509571,0.000665829732136461,0.000604586508236438,0.000478798223361787,0.000621189139844893,0.000662037108679488,0.000638539840298717,0.000711950177666307,0.000697954693585851,0.000616159137517962,0.000619300478030347,0.000636493084689839,0.000643353772031551,0.000658000534428953,0.000694368908550326,0.000575518007514609,0.000521347738654781
"Nitriliruptoria",0.00197631114366871,0.0018385527366846,0.00104313759068415,0.00121911208888524,0.00118918035300445,0.0016266761464919,0.00178874843513251,0.00161142927965909,0.000999213543188859,0.00125970780637998,0.00148022506967711,0.00164559300665245,0.00102950582031638,0.000932432131192119,0.00107975565593417,0.000984674014551129,0.000829206860697924,0.000911767710682688,0.000913160667013224,0.000899906769257281,0.000973579622054746,0.000834984709599453,0.000783196765795052,0.000791417630237117
"Nitrospiria",0.000601267387913273,0.000740597999178084,0.000853856184704259,0.000898064286026815,0.000924213728507724,0.000867103447717405,0.000710611524858652,0.000766654653900015,0.00108788021788771,0.000708219446958977,0.000540057246413241,0.000750337082634143,0.00130038275632301,0.00113351875429831,0.000897071402603439,0.000818383097080745,0.00066903131970793,0.000859907082670515,0.00103848871712553,0.00135337261459116,0.00078828270566144,0.000816867708473203,0.000627879263717552,0.000658438811453392
"Oligoflexia",9.50764913227617e-06,9.34849361474397e-06,1.46290045631149e-05,1.91165609182685e-05,3.07996667371653e-05,2.72109697121481e-05,1.21344688187367e-05,7.34081903395846e-06,1.13989703843928e-05,1.24506004118952e-05,1.08713195837792e-05,1.76135465407076e-05,1.38770792965982e-05,1.501471349808e-05,1.02352807468831e-05,1.1095045006803e-05,1.40754924785423e-05,1.37107926418449e-05,1.61586479704541e-05,1.56268659947497e-05,1.26352546578143e-05,1.61659394665003e-05,1.43580376095121e-05,1.17151422517125e-05
"Opitutae",0.00140790913905403,0.00144962721589834,0.00280279785384741,0.00275306082365186,0.00291202272821509,0.0026748456178703,0.00188552614609739,0.00165345973654654,0.00274931622410405,0.00228834711688038,0.00203736581829343,0.00237696165455044,0.00226369856025759,0.00259823629621837,0.00253604557934458,0.00224398408242855,0.00260436699280978,0.00205212282466367,0.00239266223972261,0.00266939845311231,0.00246399556980162,0.00245826801051148,0.00247972425730629,0.00158842983861077
"Oscillatoriophycideae",0.000382957136683701,0.000469726571124749,0.000687742345134521,0.000828913405015606,0.00116516705351446,0.000796340336133534,0.000492105931954242,0.00040951527206185,0.000604578302665895,0.000626191961892374,0.000562145006837427,0.00062503702231994,0.000739913086574213,0.000713981867016064,0.000604413266962042,0.000673653400676214,0.000709030662257712,0.000734729326472892,0.000625063797100981,0.000647152964222935,0.000602743966212483,0.000746350765627952,0.000652208160778114,0.000518909076390139
"Phycisphaerae",0.000648988472981044,0.000705740801880898,0.00157121480030125,0.00119868428371626,0.00116106540298045,0.00097718750481025,0.000735178502081147,0.00070427476378354,0.00155473298597256,0.00111506112512414,0.0008495159731896,0.000906853766971262,0.00102106088719181,0.0011121481191354,0.00179582653104403,0.00129313423342447,0.00122100442981583,0.000877935884683331,0.00108538820757636,0.00111875457605531,0.00170914490158406,0.00131090439303134,0.00110608168298991,0.000729064383313716
"Planctomycetia",0.0110122803173105,0.013388687063733,0.023836798586253,0.0191077962856453,0.0178130953918627,0.016911873006915,0.0132524153021527,0.014325420556376,0.023619532381048,0.0173876296693413,0.0138861838412617,0.0160230703858456,0.0172940361836626,0.01857094378436,0.0213239003331783,0.0200217498817502,0.0196510801225583,0.0155282739469789,0.0169606686684998,0.0181271645539096,0.0219760933727182,0.0211755690010028,0.0169704027856872,0.0140176219647919
"Rubrobacteria",0.00584011918935224,0.00613284669804629,0.005720537886405,0.00491688988874714,0.0047292776411721,0.00526689110002132,0.00583314560387567,0.00540188679535179,0.00581260915145415,0.00592575340780257,0.00491274356788886,0.00506592696274659,0.00402111196762514,0.00360574199490089,0.00538140931840341,0.00410247149988388,0.00398086998035533,0.00309903977710169,0.00332789325518328,0.00330522552363262,0.00627947974187807,0.00363092574879482,0.00290647704181123,0.00275281934461669
"SAR116 cluster",9.6904885386661e-06,1.00061765826154e-05,1.34348001089831e-05,9.86883830798698e-06,1.58099984219832e-05,1.57575588681608e-05,1.16235438158425e-05,9.35527635025404e-06,1.19039880596507e-05,7.32388259523245e-06,9.14571330063961e-06,1.25733624536743e-05,9.4035471549317e-06,9.62599730398384e-06,1.45775210637425e-05,1.19035907967725e-05,1.27837542447521e-05,1.09508278892658e-05,8.6704940329266e-06,1.00356020149768e-05,1.37234584082481e-05,1.09398814493127e-05,1.23638657193021e-05,8.94176163702138e-06
"Saprospiria",3.94933117802241e-05,4.04005251692453e-05,8.28777891167491e-05,9.39955089194285e-05,9.31447548540424e-05,8.84174136491245e-05,4.84527211077978e-05,3.92307026512478e-05,7.31554175302168e-05,6.18868079297142e-05,5.45291585472098e-05,6.8394756105763e-05,6.55052920744029e-05,6.71516941110451e-05,7.8337560002118e-05,8.69635916322698e-05,7.12237736493329e-05,6.42804693987795e-05,6.14816849607522e-05,7.11810914348001e-05,9.43109917042601e-05,8.73796900473767e-05,6.72320808699375e-05,5.45590910579754e-05
"Spartobacteria",7.0713140421304e-05,9.63975321480132e-05,0.000491415132875248,0.000386817053959909,0.000641498143518393,0.000275538425208534,9.53726672069131e-05,8.96604222473252e-05,0.000414403075240203,0.000218617895467688,0.000182799225593916,0.00021938349660549,0.0001263544588585,0.000160694280352151,0.000250121903966038,0.000189693826168944,0.000205386379172654,0.000154112870539179,0.000152915985671615,0.00018938614659692,0.000252040079753244,0.000228343894964317,0.000199360212681281,0.000110217970980397
"Sphingobacteriia",0.00048553004366845,0.000582613154824396,0.00140856415364849,0.00187576940707053,0.00216559690649042,0.00186019441471867,0.00071993590616147,0.000503170465597422,0.0012890936887869,0.000989822732745665,0.00117968197536363,0.0013714178314234,0.00121273804497607,0.00148719355476382,0.00139820138202875,0.00115473814570804,0.00173881329077486,0.00099852853814683,0.00136087344980434,0.00157530278486522,0.00179656393620224,0.00157882696737915,0.00151397529904744,0.00119021063586684
"Spirochaetia",0.000396487252756555,0.000418756141114713,0.000704102946156128,0.000735400986083282,0.000739192001691968,0.000723826384675424,0.000443227440010699,0.000378717975463568,0.000631849257129822,0.000565037542222183,0.00048098399132043,0.000610350034281381,0.000572109982974558,0.000589304476097958,0.000615135942030206,0.000606274584845426,0.000574066288175486,0.00055675611549206,0.000560823318584298,0.000616401012334185,0.000651894502273741,0.000634722166380824,0.000554493738157824,0.000454738786995044
"Synergistia",0.00040348086005097,0.000431111185439726,0.00045320059034303,0.000415802453186165,0.000411880289078364,0.000437564065237169,0.000422322091975612,0.000399374698791684,0.000430419350084096,0.000432841461378238,0.000350413115896205,0.000423158681199523,0.00047510737275985,0.000430682778897382,0.000481634206574108,0.000486205535034963,0.000375227685567217,0.000415018570778962,0.000419336620501541,0.000444505486391939,0.000409466888982662,0.000461147359436634,0.000348410317389549,0.000347867999515137
"Syntrophia",2.06151430704642e-05,2.4522179230635e-05,3.63635256283143e-05,3.25740677018871e-05,3.42301380928787e-05,3.45061358548151e-05,2.57591355625814e-05,2.4036914418171e-05,3.62891272363896e-05,2.67321714725984e-05,2.57115336187793e-05,3.1162428495098e-05,4.04443824236383e-05,4.08529167877209e-05,3.70419684172911e-05,4.34817958161349e-05,3.87521470137083e-05,3.93072399439905e-05,3.94113365133027e-05,4.42283317374337e-05,3.74825736260521e-05,4.05542102133758e-05,3.30462770377659e-05,3.04115529473027e-05
"Syntrophobacteria",0.000127530485956974,0.000149904739319839,0.000217464631097406,0.000190475480629679,0.00022126540244351,0.00020178429550617,0.000145783934159139,0.000154157199713128,0.000208788736028055,0.000173576017507009,0.000148862302025505,0.00019093084450127,0.000227145876907476,0.000218266034562581,0.000215206747132515,0.000236499643566064,0.000189083751808266,0.000188924038870097,0.000208091856790238,0.000228094897226117,0.000215162063766322,0.000224163048550567,0.000169960421385613,0.000147562975464428
"Tepidiformia",0.000487221308177556,0.000585478773470121,0.000517329369529909,0.000501378393758919,0.000506814855074517,0.00052167733086212,0.000536173213453865,0.000528163393657225,0.000517643117139355,0.000519629470131742,0.000455790139586593,0.000565367746192805,0.000568960251160528,0.000523718733701436,0.000561699800988037,0.000547610095862087,0.000443912525446686,0.000457931571125516,0.000474118378255032,0.000514898066239848,0.000462547049698265,0.000470345221546884,0.000402480863784101,0.00038746039863521
"Terriglobia",0.00300281728099336,0.00378848878171371,0.00948944714364506,0.00769693473882154,0.00965245148940626,0.00595942122194471,0.00378880693604535,0.00378188753626237,0.00896038432133669,0.00603744261737987,0.00631221026351503,0.00554322697623586,0.0100613846211925,0.011442961866865,0.0120468811305067,0.0127615926375617,0.0147000256432311,0.0122309173477362,0.0115912681819275,0.0111956459250366,0.0135154301246235,0.0124989887577737,0.0139704845467347,0.0132873143418923
"Thermodesulfobacteria",8.44260959005485e-05,8.2633167177561e-05,0.000107956082653518,0.00011456133979901,0.00011835126177211,0.000115117721731286,8.81345629992456e-05,7.75395350052077e-05,9.55926313881038e-05,9.66752502570683e-05,8.72581577174232e-05,0.000111859569415448,0.000111153579234266,0.000101602631830566,0.000103106053238082,0.000110636015594153,8.79718279908896e-05,9.69548908244749e-05,0.000102469474934587,0.000110534987907816,0.000103863002402512,0.000108702006757502,9.17319069496605e-05,7.88022629829478e-05
"Thermodesulfovibrionia",2.30377652051307e-05,2.64012734245533e-05,2.91385886808167e-05,3.20909777147828e-05,0.000298749309804078,4.36980451945756e-05,2.51204793089637e-05,2.55050782249626e-05,2.32308130618637e-05,1.83097064880811e-05,2.15125583298064e-05,3.25173166905371e-05,2.9580090079591e-05,0.000101326287410356,2.15782758603119e-05,2.78049913328383e-05,2.65029051415591e-05,0.000133146041531683,2.52232553685137e-05,2.90315629718973e-05,2.17036192447624e-05,3.10776250088756e-05,2.65509743096533e-05,2.24261294532782e-05
"Thermoleophilia",0.0142381616740995,0.0143972438949639,0.0158986827387479,0.0119618601835438,0.0112628340645209,0.0120483316429218,0.0139954279876116,0.0126267550319181,0.016116412634359,0.0154889131065273,0.0112758016965471,0.0113065419909388,0.00930599676527108,0.00850601942627582,0.0143284182569937,0.00999461418665459,0.00934496889561147,0.00701373816971157,0.00745898954850767,0.00759078599838542,0.0172769877552896,0.00844719113666135,0.00670224079397669,0.00628161145846109
"Thermomicrobia",0.000630841661896844,0.00071353904278566,0.000648930700375237,0.000659072768120809,0.000586536026362725,0.000663495360675567,0.000674676466321761,0.000635168634831299,0.000611504259355146,0.000691374516989943,0.000560707001601478,0.000695220230843683,0.000676279374273365,0.00060565485429372,0.000730958556196233,0.000718258176756195,0.000576694307340784,0.00060826061902003,0.000559246865123765,0.000594537736515843,0.000592103751763797,0.00064266577456695,0.000538426410356703,0.000512836329182109
"Thermotogae",0.000100287414404875,0.000122563918798327,0.000177578202329403,0.000187093850719949,0.000197102952025007,0.000200762972246197,0.000120833763184473,0.000110487862297161,0.000156339043183412,0.000156731087537974,0.000121827803589652,0.000159389047311449,0.000162507902289111,0.000157838721343314,0.000157827142945444,0.000161574400362229,0.000146233676604603,0.000156383164125978,0.000154098325767014,0.000170676917126142,0.000153073994227684,0.000165700879531628,0.000146771051119457,0.000117007971795675
"Tichowtungiia",3.51051660268659e-05,4.15749590404443e-05,7.21299490295626e-05,6.16974926387438e-05,6.18976353313492e-05,6.15712022441098e-05,4.33860481624306e-05,4.05622930806635e-05,7.1423928357904e-05,4.46756838309179e-05,4.75116929957756e-05,5.53878294295482e-05,5.18108059264441e-05,5.91377059249533e-05,5.3879226788787e-05,5.50709521390303e-05,5.69701103799229e-05,5.35522193121411e-05,5.7540551309422e-05,6.04286607044677e-05,6.19067022468989e-05,6.26430154326887e-05,5.0196155293572e-05,4.03574696344708e-05
"Tissierellia",8.16835048046996e-05,9.46593700186387e-05,0.000202835626534291,0.000197514791870341,0.000203963894736434,0.000206380250176051,0.000111083611045909,8.04417192744471e-05,0.000165140779809336,0.000151604369721312,0.000115673141179788,0.00015781737700474,0.000114166366186816,0.000115097451017491,0.000139527701610107,0.000130804741132836,0.00012467501090962,0.000119257186647736,0.000125328050112303,0.000125516708058746,0.000152711259644206,0.000135807827673315,0.000121302627264489,9.97460683145807e-05
"Tissierellia incertae sedis",1.12446234929805e-05,1.40462290995399e-05,1.79727770346841e-05,2.03587923136794e-05,2.17760355623542e-05,3.10774077677616e-05,1.37098209109938e-05,1.39987711810371e-05,1.44290764359402e-05,1.20844062821335e-05,1.58180575954459e-05,2.11362558488491e-05,1.47900450397955e-05,1.52450005149218e-05,1.4976298235699e-05,1.61259965888352e-05,1.5679029596351e-05,1.56249617444402e-05,1.30057410493899e-05,1.74189377831384e-05,1.36630026443351e-05,1.56781740515628e-05,1.54405880641975e-05,1.14760577159633e-05
"Undefined",0.12378456361856,0.128680793195725,0.122255546497515,0.111131400890569,0.108794863480664,0.104592766682276,0.131835937042629,0.128863980939819,0.140638837258848,0.119127344741013,0.113784350062473,0.120346968440372,0.134825776693053,0.131260145294527,0.140430976213163,0.1355017183844,0.119531621061551,0.122307170277138,0.128892805499931,0.135231744272216,0.11819797086274,0.129922241134358,0.119580232514745,0.110028042225198
"Verrucomicrobiae",0.000960318272211491,0.00108949881363388,0.00268433277199753,0.00228963950030828,0.00237217094247577,0.00182466695560388,0.00115281711486356,0.00113277373530065,0.00257147785703108,0.00180204131255694,0.00142097925395598,0.00167361209453413,0.00168428485133745,0.00181714879249463,0.00216500557512641,0.00183809409586388,0.00190954545112377,0.00163728231612681,0.00173803994023665,0.00196095663372648,0.00212635012834759,0.00200360096301616,0.00172079941223208,0.00128321452027329
"Vicinamibacteria",0.00202124392778904,0.00251347639378523,0.0027574777948131,0.00264215716518379,0.00283334561342645,0.00285270176842852,0.00259209284801646,0.00273867179317601,0.00301495552128971,0.00242127558598385,0.00213549529559463,0.00295436080791875,0.00284676413215051,0.00269776634489736,0.0033890299501595,0.00284823730279905,0.00234976093265995,0.00206752520860548,0.00230595729939334,0.00284896404630886,0.00304551956288064,0.00284708672699024,0.00204060760708205,0.00159498075489029
"Zetaproteobacteria",2.46376100110426e-05,3.19446012966126e-05,4.8245859946926e-05,4.31330345628802e-05,4.90706554795516e-05,4.06340754146554e-05,3.13367335108429e-05,3.11728733860655e-05,4.9708168321814e-05,3.51546364571157e-05,3.18661960286437e-05,3.2408925634902e-05,4.35941142376688e-05,4.75312402761307e-05,4.47959689831116e-05,4.67608981865666e-05,4.44536123214723e-05,4.49607161307253e-05,4.76877171810963e-05,4.60920863973579e-05,4.57045575182183e-05,5.0588241606376e-05,4.15927279958088e-05,3.92098638628745e-05
"sulfur-oxidizing symbionts",4.41100067915698e-05,5.11113620745801e-05,8.71172149289171e-05,6.58382639567803e-05,7.89754166456612e-05,7.0398353276737e-05,5.42432044739318e-05,5.20344567802451e-05,9.06867453998842e-05,5.63938959832898e-05,5.52769212699036e-05,6.64979126321483e-05,7.28546663071408e-05,7.4106362019665e-05,7.47485654545096e-05,6.86365537262956e-05,7.14019444402005e-05,6.66397941066295e-05,7.96108997568715e-05,8.04998647344214e-05,6.92823054442834e-05,7.34435353348764e-05,6.63774357741333e-05,5.92451479586604e-05
